sample_index,time_s,raw_time_ms,dt_s,accel_x_g,accel_y_g,accel_z_g,accel_roll_deg,accel_pitch_deg,filtered_roll_deg,filtered_pitch_deg,gyro_x_corrected_dps,gyro_y_corrected_dps
0,0.0,94.0,0.02,0.03394,0.00098,1.01831,0.055,-1.909,-0.102,-1.588,-0.0597,0.0345
1,0.02,199614.0,0.02,0.02808,-0.00049,1.0144,-0.028,-1.585,-0.101,-1.59,-0.0063,-0.1106
2,0.04,199634.0,0.02,0.02588,-0.01099,1.00952,-0.624,-1.468,-0.105,-1.586,0.3144,0.0803
3,0.06,199654.0,0.02,0.02686,-0.0144,1.01636,-0.812,-1.513,-0.12,-1.583,-0.0063,0.0574
4,0.08,199674.0,0.02,0.02661,-0.00586,1.02026,-0.329,-1.494,-0.129,-1.583,-0.2582,-0.0419
5,0.1,199694.0,0.02,0.02637,-0.00391,1.01001,-0.222,-1.495,-0.13,-1.581,0.0395,-0.0266
6,0.12000000000000001,199714.0,0.02,0.02808,0.00415,1.01904,0.233,-1.578,-0.122,-1.582,0.0472,-0.0648
7,0.14,7200654.0,0.02,0.02539,-0.00122,1.01855,-0.069,-1.428,-0.1,-1.581,-0.0368,0.1032
8,0.16,200674.0,0.02,0.02637,-0.00562,1.0127,-0.318,-1.491,-0.109,-1.578,-0.2276,0.0803
9,0.18,200694.0,0.02,0.02417,-0.0022,1.01709,-0.124,-1.361,-0.115,-1.574,-0.3269,-0.0419
10,0.19999999999999998,200714.0,0.02,0.02612,0.00024,1.02124,0.014,-1.465,-0.113,-1.569,-0.0292,0.1719
11,0.21999999999999997,200734.0,0.02,0.02563,-0.00415,1.01587,-0.234,-1.446,-0.117,-1.566,-0.0521,0.0192
12,0.23999999999999996,200754.0,0.02,0.02686,-0.00806,1.02148,-0.452,-1.506,-0.123,-1.562,0.0319,0.1566
13,0.25999999999999995,200774.0,0.02,0.03491,-0.00366,1.01685,-0.206,-1.966,-0.124,-1.569,0.0395,0.0421
14,0.27999999999999997,200794.0,0.02,0.03271,-0.00098,1.0127,-0.055,-1.85,-0.124,-1.578,-0.0826,-0.1945
15,0.3,200814.0,0.02,0.03125,-0.00122,1.01563,-0.069,-1.762,-0.122,-1.582,0.0472,0.0268
16,0.32,200834.0,0.02,0.03125,-0.0022,1.01929,-0.124,-1.756,-0.121,-1.587,0.0395,-0.0724
17,0.34,200854.0,0.02,0.02393,0.00098,1.01563,0.055,-1.35,-0.115,-1.581,0.154,0.0268
18,0.36000000000000004,200874.0,0.02,0.02612,-0.00464,1.0166,-0.261,-1.472,-0.118,-1.579,-0.0368,-0.0113
19,0.38000000000000006,200894.0,0.02,0.02832,-0.00659,1.01636,-0.372,-1.596,-0.124,-1.582,-0.0368,-0.1106
20,0.4000000000000001,200914.0,0.02,0.02393,-0.00244,1.01514,-0.138,-1.35,-0.121,-1.575,0.1769,0.1184
21,0.4200000000000001,200934.0,0.02,0.02515,-0.00439,1.01831,-0.247,-1.415,-0.124,-1.579,-0.0215,-0.3548
22,0.4400000000000001,200954.0,0.02,0.03027,-0.00439,1.00903,-0.25,-1.718,-0.129,-1.577,-0.136,0.2406
23,0.46000000000000013,200974.0,0.02,0.02979,-0.00171,1.01611,-0.096,-1.679,-0.127,-1.581,0.0472,-0.0953
24,0.48000000000000015,200994.0,0.02,0.03003,-0.00244,1.01685,-0.138,-1.692,-0.125,-1.579,0.1388,0.2177
25,0.5000000000000001,201014.0,0.02,0.03174,-0.00073,1.0166,-0.041,-1.788,-0.126,-1.582,-0.136,0.0192
26,0.5200000000000001,201034.0,0.02,0.0293,-0.00317,1.01611,-0.179,-1.652,-0.127,-1.585,-0.0215,-0.0571
27,0.5400000000000001,201054.0,0.02,0.03027,-0.00513,1.01904,-0.288,-1.702,-0.132,-1.59,-0.0902,-0.1411
28,0.5600000000000002,201074.0,0.02,0.0271,-0.0022,1.01294,-0.124,-1.532,-0.133,-1.59,-0.0521,-0.0571
29,0.5800000000000002,201094.0,0.02,0.02417,-0.00293,1.0144,-0.165,-1.365,-0.135,-1.587,-0.0521,-0.0877
30,0.6000000000000002,201114.0,0.02,0.02246,-0.00244,1.02246,-0.137,-1.258,-0.132,-1.58,0.1464,0.0192
31,0.6200000000000002,201134.0,0.02,0.02197,-0.00269,1.01758,-0.151,-1.237,-0.136,-1.573,-0.1589,0.0116
32,0.6400000000000002,201154.0,0.02,0.02734,-0.00146,1.00952,-0.083,-1.552,-0.129,-1.572,0.2686,0.0497
33,0.6600000000000003,201174.0,0.02,0.02881,-0.00024,1.01221,-0.014,-1.63,-0.121,-1.57,0.2991,0.1337
34,0.6800000000000003,201194.0,0.02,0.03467,-0.00024,1.01074,-0.014,-1.964,-0.118,-1.579,0.0701,-0.0648
35,0.7000000000000003,201214.0,0.02,0.02954,0.0,1.01563,0.0,-1.666,-0.116,-1.582,-0.0521,-0.0342
36,0.7200000000000003,201234.0,0.02,0.02783,-0.00366,1.01685,-0.206,-1.568,-0.121,-1.581,-0.1513,0.0039
37,0.7400000000000003,201254.0,0.02,0.02759,-0.0083,1.01294,-0.47,-1.56,-0.124,-1.581,0.2304,-0.019
38,0.7600000000000003,201274.0,0.02,0.03003,-0.00781,1.00928,-0.443,-1.704,-0.129,-1.58,0.0624,0.21
39,0.7800000000000004,201294.0,0.02,0.02734,-0.00293,1.01147,-0.166,-1.549,-0.132,-1.578,-0.1131,0.0803
40,0.8000000000000004,201314.0,0.02,0.02661,-0.00488,1.01831,-0.275,-1.497,-0.139,-1.579,-0.2047,-0.164
41,0.8200000000000004,201334.0,0.02,0.02344,-0.00171,1.01465,-0.097,-1.323,-0.135,-1.576,0.1388,-0.08
42,0.8400000000000004,201354.0,0.02,0.02393,-0.00098,1.01318,-0.055,-1.353,-0.133,-1.572,0.0014,-0.019
43,0.8600000000000004,201374.0,0.02,0.02881,-0.00098,1.01416,-0.055,-1.627,-0.134,-1.571,-0.1055,0.1032
44,0.8800000000000004,201394.0,0.02,0.02881,-0.00195,1.0144,-0.11,-1.627,-0.134,-1.568,-0.0215,0.21
45,0.9000000000000005,201414.0,0.02,0.02832,-0.00488,1.01123,-0.277,-1.604,-0.136,-1.565,0.0319,0.1795
46,0.9200000000000005,201434.0,0.02,0.03052,-0.00732,1.01807,-0.412,-1.717,-0.142,-1.569,-0.0215,-0.0342
47,0.9400000000000005,201454.0,0.02,0.03174,-0.00488,1.02222,-0.274,-1.778,-0.144,-1.569,0.0319,0.1948
48,0.9600000000000005,201474.0,0.02,0.02954,-0.00635,1.02026,-0.356,-1.658,-0.146,-1.566,0.1159,0.2482
49,0.9800000000000005,201494.0,0.02,0.03101,-0.00049,1.01392,-0.028,-1.752,-0.145,-1.571,-0.0521,-0.0648
50,1.0000000000000004,201514.0,0.02,0.02783,-0.00293,1.01758,-0.165,-1.567,-0.146,-1.573,-0.0444,-0.0953
51,1.0200000000000005,201534.0,0.02,0.02075,0.00146,1.01489,0.083,-1.171,-0.149,-1.559,-0.3803,0.2635
52,1.0400000000000005,201554.0,0.02,0.02319,0.00586,1.01538,0.331,-1.309,-0.137,-1.555,0.1006,-0.0113
53,1.0600000000000005,201574.0,0.02,0.02441,-0.00098,1.0144,-0.055,-1.379,-0.132,-1.546,0.1998,0.2711
54,1.0800000000000005,201594.0,0.02,0.02393,-0.0022,1.01733,-0.124,-1.347,-0.131,-1.544,0.0166,-0.1106
55,1.1000000000000005,201614.0,0.02,0.02905,-0.00537,1.01147,-0.304,-1.645,-0.137,-1.544,-0.136,0.1032
56,1.1200000000000006,201634.0,0.02,0.03052,-0.00366,1.01709,-0.206,-1.719,-0.138,-1.546,0.0548,0.0879
57,1.1400000000000006,201654.0,0.02,0.03003,-0.00269,1.01709,-0.151,-1.691,-0.137,-1.549,0.0624,-0.0037
58,1.1600000000000006,201674.0,0.02,0.0293,-0.00366,1.01416,-0.207,-1.655,-0.136,-1.553,0.093,-0.1335
59,1.1800000000000006,201694.0,0.02,0.02588,0.00098,1.01001,0.055,-1.468,-0.133,-1.55,-0.0292,0.1108
60,1.2000000000000006,201714.0,0.02,0.02881,-0.00171,1.01465,-0.097,-1.626,-0.134,-1.553,-0.0902,-0.1182
61,1.2200000000000006,201734.0,0.02,0.02734,0.00146,1.01538,0.083,-1.543,-0.127,-1.556,0.154,-0.1335
62,1.2400000000000007,201754.0,0.02,0.02954,-0.00317,1.01831,-0.179,-1.662,-0.129,-1.559,-0.0673,-0.0571
63,1.2600000000000007,201774.0,0.02,0.0293,-0.00488,1.01416,-0.276,-1.655,-0.134,-1.559,-0.1208,0.1184
64,1.2800000000000007,201794.0,0.02,0.02832,0.00098,1.01514,0.055,-1.598,-0.131,-1.557,-0.0444,0.1261
65,1.3000000000000007,201814.0,0.02,0.02881,-0.00537,1.01318,-0.304,-1.629,-0.136,-1.554,-0.0826,0.21
66,1.3200000000000007,201834.0,0.02,0.02954,-0.00708,1.0166,-0.399,-1.664,-0.139,-1.559,0.1235,-0.1029
67,1.3400000000000007,201854.0,0.02,0.02881,-0.00293,1.01147,-0.166,-1.631,-0.14,-1.56,-0.0292,0.0192
68,1.3600000000000008,201874.0,0.02,0.03101,-0.00122,1.0166,-0.069,-1.747,-0.141,-1.563,-0.0979,0.0345
69,1.3800000000000008,201894.0,0.02,0.03125,0.00098,1.02466,0.055,-1.747,-0.138,-1.564,-0.075,0.1337
70,1.4000000000000008,201914.0,0.02,0.03198,0.00195,1.00513,0.111,-1.822,-0.136,-1.566,-0.1055,0.149
71,1.4200000000000008,201934.0,0.02,0.03076,0.00195,1.01294,0.11,-1.739,-0.127,-1.572,0.1617,-0.1106
72,1.4400000000000008,201954.0,0.02,0.03027,-0.00195,1.01709,-0.11,-1.705,-0.129,-1.575,-0.0979,-0.0495
73,1.4600000000000009,201974.0,0.02,0.02563,-0.00317,1.02222,-0.178,-1.437,-0.128,-1.577,0.1159,-0.2251
74,1.4800000000000009,201994.0,0.02,0.02539,-0.00562,1.01758,-0.316,-1.429,-0.126,-1.573,0.2915,0.0268
75,1.5000000000000009,202014.0,0.02,0.02808,-0.00513,1.01538,-0.289,-1.584,-0.128,-1.57,0.0319,0.2024
76,1.520000000000001,202034.0,0.02,0.02783,-0.00293,1.01563,-0.165,-1.57,-0.131,-1.571,-0.0979,-0.0648
77,1.540000000000001,202054.0,0.02,0.03174,0.00049,1.01758,0.027,-1.786,-0.126,-1.576,0.1082,-0.0495
78,1.560000000000001,202074.0,0.02,0.02905,-0.00024,1.01416,-0.014,-1.641,-0.124,-1.577,-0.0368,0.0268
79,1.580000000000001,202094.0,0.02,0.02759,-0.00195,1.01392,-0.11,-1.559,-0.121,-1.579,0.1617,-0.1335
80,1.600000000000001,202114.0,0.02,0.02783,-0.00269,1.01294,-0.152,-1.574,-0.12,-1.578,0.0701,0.0421
81,1.620000000000001,202134.0,0.02,0.02881,-0.00366,1.01855,-0.206,-1.62,-0.125,-1.581,-0.1895,-0.08
82,1.640000000000001,202154.0,0.02,0.02905,-0.00586,1.01782,-0.33,-1.635,-0.129,-1.578,0.0548,0.1719
83,1.660000000000001,202174.0,0.02,0.02808,-0.00366,1.00684,-0.208,-1.597,-0.13,-1.581,-0.0139,-0.1335
84,1.680000000000001,202194.0,0.02,0.02466,-0.00049,1.0188,-0.027,-1.386,-0.132,-1.575,-0.2124,0.1184
85,1.700000000000001,202214.0,0.02,0.0293,-0.00146,1.021,-0.082,-1.644,-0.13,-1.574,0.093,0.1184
86,1.720000000000001,202234.0,0.02,0.02759,0.00098,1.01782,0.055,-1.553,-0.125,-1.575,0.0395,-0.0724
87,1.740000000000001,202254.0,0.02,0.03027,-0.00098,1.00732,-0.056,-1.721,-0.12,-1.578,0.1769,0.0192
88,1.7600000000000011,202274.0,0.02,0.03198,0.00049,1.0144,0.028,-1.806,-0.119,-1.583,-0.1055,-0.0571
89,1.7800000000000011,202294.0,0.02,0.03003,-0.00195,1.01636,-0.11,-1.692,-0.12,-1.586,-0.0139,0.0039
90,1.8000000000000012,202314.0,0.02,0.03027,-0.00488,1.01538,-0.276,-1.708,-0.116,-1.587,0.3602,0.0268
91,1.8200000000000012,202334.0,0.02,0.02905,-0.00464,1.01489,-0.262,-1.64,-0.115,-1.588,0.1922,0.0421
92,1.8400000000000012,202354.0,0.02,0.02637,-0.00586,1.01025,-0.332,-1.495,-0.12,-1.581,-0.0215,0.2482
93,1.8600000000000012,202374.0,0.02,0.0293,-0.00439,1.0105,-0.249,-1.661,-0.12,-1.582,0.1159,0.0268
94,1.8800000000000012,202394.0,0.02,0.02441,-0.00098,1.01904,-0.055,-1.372,-0.12,-1.576,-0.0979,0.0803
95,1.9000000000000012,202414.0,0.02,0.02881,-0.00171,1.01465,-0.097,-1.626,-0.116,-1.577,0.2151,0.0345
96,1.9200000000000013,202434.0,0.02,0.0249,-0.00024,1.01489,-0.014,-1.406,-0.11,-1.573,0.1769,0.0268
97,1.9400000000000013,202454.0,0.02,0.02905,-0.00244,1.01587,-0.138,-1.638,-0.108,-1.577,0.1388,-0.1335
98,1.9600000000000013,202474.0,0.02,0.02759,-0.00073,1.01978,-0.041,-1.55,-0.108,-1.576,-0.0521,0.0116
99,1.9800000000000013,202494.0,0.02,0.02734,-0.00122,1.01758,-0.069,-1.539,-0.106,-1.575,0.0472,-0.0037
100,2.0000000000000013,202514.0,0.02,0.02515,-0.0061,1.01489,-0.345,-1.419,-0.11,-1.573,0.0624,-0.0419
101,2.0200000000000014,202534.0,0.02,0.02905,-0.00806,1.01953,-0.453,-1.632,-0.116,-1.576,0.0014,-0.1029
102,2.0400000000000014,202554.0,0.02,0.0293,0.00366,1.01587,0.207,-1.652,-0.109,-1.578,0.0395,-0.0266
103,2.0600000000000014,202574.0,0.02,0.02832,0.0,1.01489,0.0,-1.598,-0.109,-1.578,-0.1208,0.0192
104,2.0800000000000014,202594.0,0.02,0.02563,-0.00122,1.01733,-0.069,-1.443,-0.107,-1.574,0.0548,0.0879
105,2.1000000000000014,202614.0,0.02,0.0271,-0.00049,1.01123,-0.028,-1.535,-0.111,-1.576,-0.2811,-0.1716
106,2.1200000000000014,202634.0,0.02,0.0293,-0.00195,1.0188,-0.11,-1.647,-0.108,-1.58,0.154,-0.1106
107,2.1400000000000015,202654.0,0.02,0.02466,0.00171,1.01221,0.097,-1.395,-0.104,-1.575,0.0014,0.0726
108,2.1600000000000015,202674.0,0.02,0.02979,-0.00171,1.01733,-0.096,-1.677,-0.101,-1.581,0.1311,-0.2022
109,2.1800000000000015,202694.0,0.02,0.0271,-0.00684,1.01929,-0.384,-1.523,-0.108,-1.577,-0.0521,0.1413
110,2.2000000000000015,202714.0,0.02,0.03174,-0.00269,1.01758,-0.151,-1.786,-0.107,-1.578,0.1006,0.1642
111,2.2200000000000015,202734.0,0.02,0.02856,-0.00317,1.01855,-0.179,-1.606,-0.11,-1.574,-0.0597,0.21
112,2.2400000000000015,202754.0,0.02,0.0271,0.00122,1.01855,0.069,-1.524,-0.11,-1.574,-0.22,-0.0495
113,2.2600000000000016,202774.0,0.02,0.02661,-0.00073,1.01123,-0.041,-1.507,-0.109,-1.572,-0.0139,0.0268
114,2.2800000000000016,202794.0,0.02,0.02832,-0.00073,1.01489,-0.041,-1.598,-0.108,-1.571,0.0166,0.1184
115,2.3000000000000016,202814.0,0.02,0.02832,-0.00317,1.01221,-0.18,-1.603,-0.107,-1.573,0.1235,-0.0724
116,2.3200000000000016,202834.0,0.02,0.02734,-0.00464,1.01978,-0.261,-1.536,-0.108,-1.575,0.0777,-0.164
117,2.3400000000000016,202854.0,0.02,0.02979,-0.00806,1.01147,-0.456,-1.687,-0.121,-1.58,-0.2811,-0.1487
118,2.3600000000000017,202874.0,0.02,0.02515,-0.00146,1.01367,-0.083,-1.421,-0.119,-1.576,0.0624,0.0345
119,2.3800000000000017,202894.0,0.02,0.03003,-0.00342,1.01782,-0.192,-1.69,-0.121,-1.585,-0.0521,-0.3396
120,2.4000000000000017,202914.0,0.02,0.02954,0.00342,1.01587,0.193,-1.666,-0.108,-1.582,0.3525,0.2329
121,2.4200000000000017,202934.0,0.02,0.02905,-0.00415,1.0105,-0.235,-1.647,-0.109,-1.582,0.093,0.0803
122,2.4400000000000017,202954.0,0.02,0.02612,-0.00073,1.01904,-0.041,-1.468,-0.109,-1.578,-0.075,0.1032
123,2.4600000000000017,202974.0,0.02,0.02563,-0.00244,1.01978,-0.137,-1.44,-0.11,-1.573,-0.0139,0.1108
124,2.4800000000000018,202994.0,0.02,0.02881,-0.00146,1.01733,-0.082,-1.622,-0.107,-1.575,0.1006,-0.0419
125,2.5000000000000018,203014.0,0.02,0.02783,0.0,1.01929,0.0,-1.564,-0.099,-1.58,0.2915,-0.2632
126,2.520000000000002,203034.0,0.02,0.02954,-0.00269,1.01318,-0.152,-1.67,-0.098,-1.582,0.1388,-0.0342
127,2.540000000000002,203054.0,0.02,0.0332,-0.00488,1.01904,-0.275,-1.866,-0.103,-1.588,-0.0826,-0.0113
128,2.560000000000002,203074.0,0.02,0.03003,0.0,1.01733,0.0,-1.691,-0.095,-1.588,0.2686,0.0803
129,2.580000000000002,203094.0,0.02,0.0293,0.00049,1.01831,0.027,-1.648,-0.093,-1.591,0.0243,-0.08
130,2.600000000000002,203114.0,0.02,0.03149,0.00122,1.01099,0.069,-1.784,-0.087,-1.595,0.1235,0.0268
131,2.620000000000002,203134.0,0.02,0.03003,-0.00391,1.01929,-0.22,-1.687,-0.091,-1.596,-0.075,0.0192
132,2.640000000000002,203154.0,0.02,0.02759,-0.00293,1.02002,-0.165,-1.549,-0.094,-1.592,-0.075,0.1719
133,2.660000000000002,203174.0,0.02,0.0271,-0.00391,1.01318,-0.221,-1.532,-0.101,-1.593,-0.2353,-0.1487
134,2.680000000000002,203194.0,0.02,0.02612,0.00098,1.01392,0.055,-1.476,-0.096,-1.591,0.1006,0.0268
135,2.700000000000002,203214.0,0.02,0.02856,-0.00659,1.01636,-0.372,-1.61,-0.098,-1.593,0.1617,-0.1106
136,2.720000000000002,203234.0,0.02,0.02734,-0.00342,1.01563,-0.193,-1.542,-0.105,-1.594,-0.2505,-0.08
137,2.740000000000002,203254.0,0.02,0.02832,-0.00024,1.01855,-0.014,-1.593,-0.106,-1.594,-0.1513,-0.0037
138,2.760000000000002,203274.0,0.02,0.02734,-0.00171,1.01611,-0.096,-1.541,-0.108,-1.592,-0.0902,0.0497
139,2.780000000000002,203294.0,0.02,0.02954,-0.00024,1.01367,-0.014,-1.669,-0.102,-1.595,0.1998,-0.1029
140,2.800000000000002,203314.0,0.02,0.02979,-0.00049,1.01416,-0.028,-1.682,-0.1,-1.597,0.0319,0.0192
141,2.820000000000002,203334.0,0.02,0.02954,-0.00488,1.01538,-0.276,-1.666,-0.103,-1.595,0.009,0.149
142,2.840000000000002,203354.0,0.02,0.02441,-0.0022,1.01489,-0.124,-1.378,-0.106,-1.589,-0.1131,0.0955
143,2.860000000000002,203374.0,0.02,0.02637,-0.00391,1.01636,-0.22,-1.486,-0.102,-1.59,0.3296,-0.164
144,2.880000000000002,203394.0,0.02,0.02954,-0.00366,1.01709,-0.206,-1.664,-0.102,-1.591,0.0701,0.0345
145,2.900000000000002,203414.0,0.02,0.02759,0.00024,1.01343,0.014,-1.559,-0.105,-1.588,-0.2734,0.0955
146,2.920000000000002,203434.0,0.02,0.02759,-0.00439,1.01147,-0.249,-1.562,-0.108,-1.591,0.0395,-0.1716
147,2.940000000000002,203454.0,0.02,0.03027,-0.00024,1.01953,-0.014,-1.701,-0.107,-1.598,-0.0521,-0.2556
148,2.960000000000002,203474.0,0.02,0.02979,-0.00146,1.01782,-0.082,-1.676,-0.107,-1.596,-0.0139,0.2253
149,2.980000000000002,203494.0,0.02,0.02783,0.00073,1.01538,0.041,-1.57,-0.104,-1.596,-0.0063,-0.0724
150,3.000000000000002,203514.0,0.02,0.02686,-0.00342,1.01025,-0.194,-1.523,-0.107,-1.596,-0.0597,-0.0495
151,3.0200000000000022,203534.0,0.02,0.02661,0.00098,1.01147,0.055,-1.507,-0.1,-1.592,0.154,0.0955
152,3.0400000000000023,203554.0,0.02,0.03076,-0.00269,1.02124,-0.151,-1.725,-0.105,-1.597,-0.1818,-0.1029
153,3.0600000000000023,203574.0,0.02,0.0271,-0.00488,1.01489,-0.276,-1.53,-0.103,-1.595,0.2686,0.0574
154,3.0800000000000023,203594.0,0.02,0.02759,-0.00659,1.0144,-0.372,-1.558,-0.107,-1.598,0.0853,-0.2403
155,3.1000000000000023,203614.0,0.02,0.02783,-0.00049,1.01514,-0.028,-1.57,-0.103,-1.594,0.1311,0.2253
156,3.1200000000000023,203634.0,0.02,0.03027,-0.00342,1.01685,-0.193,-1.705,-0.107,-1.595,-0.1513,0.0268
157,3.1400000000000023,203654.0,0.02,0.03027,0.00244,1.0166,0.138,-1.706,-0.107,-1.595,-0.2429,0.1032
158,3.1600000000000024,203674.0,0.02,0.02954,-0.00269,1.01294,-0.152,-1.67,-0.114,-1.594,-0.304,0.1261
159,3.1800000000000024,203694.0,0.02,0.03027,-0.00195,1.01489,-0.11,-1.709,-0.113,-1.592,0.0701,0.2177
160,3.2000000000000024,203714.0,0.02,0.02954,-0.00049,1.01904,-0.027,-1.66,-0.116,-1.593,-0.2734,0.0268
161,3.2200000000000024,203734.0,0.02,0.02612,-0.00122,1.0127,-0.069,-1.478,-0.115,-1.595,0.0319,-0.2098
162,3.2400000000000024,203754.0,0.02,0.03174,-0.00146,1.01465,-0.083,-1.792,-0.119,-1.601,-0.2429,-0.0953
163,3.2600000000000025,203774.0,0.02,0.03101,-0.00244,1.01807,-0.137,-1.744,-0.123,-1.601,-0.1666,0.1261
164,3.2800000000000025,203794.0,0.02,0.02734,-0.00269,1.01074,-0.152,-1.55,-0.123,-1.6,0.0014,0.0116
165,3.3000000000000025,203814.0,0.02,0.02905,-0.00195,1.01318,-0.11,-1.642,-0.119,-1.601,0.2075,0.0039
166,3.3200000000000025,203834.0,0.02,0.02441,0.00098,1.01563,0.055,-1.377,-0.114,-1.594,0.0853,0.0955
167,3.3400000000000025,203854.0,0.02,0.0271,0.00342,1.0166,0.193,-1.527,-0.105,-1.596,0.1464,-0.1716
168,3.3600000000000025,203874.0,0.02,0.02661,-0.00098,1.01587,-0.055,-1.501,-0.105,-1.596,-0.0521,-0.0953
169,3.3800000000000026,203894.0,0.02,0.02661,-0.00684,1.01318,-0.387,-1.504,-0.107,-1.596,0.1846,-0.0495
170,3.4000000000000026,203914.0,0.02,0.03125,-0.00488,1.01685,-0.275,-1.76,-0.11,-1.604,0.0166,-0.2785
171,3.4200000000000026,203934.0,0.02,0.02832,-0.00488,1.0144,-0.276,-1.599,-0.113,-1.607,-0.0215,-0.1411
172,3.4400000000000026,203954.0,0.02,0.03223,-0.00757,1.01001,-0.429,-1.827,-0.125,-1.608,-0.2658,0.1642
173,3.4600000000000026,203974.0,0.02,0.02905,-0.00537,1.01929,-0.302,-1.633,-0.133,-1.612,-0.2047,-0.1564
174,3.4800000000000026,203994.0,0.02,0.0293,-0.00366,1.02148,-0.205,-1.643,-0.138,-1.613,-0.1818,-0.0113
175,3.5000000000000027,204014.0,0.02,0.02637,0.00146,1.02344,0.082,-1.476,-0.132,-1.608,0.0701,0.1108
176,3.5200000000000027,204034.0,0.02,0.02466,0.00171,1.02002,0.096,-1.385,-0.126,-1.602,0.0701,0.0726
177,3.5400000000000027,204054.0,0.02,0.02319,-0.00171,1.02222,-0.096,-1.3,-0.121,-1.598,0.2304,-0.1258
178,3.5600000000000027,204074.0,0.02,0.02539,-0.00684,1.01489,-0.386,-1.433,-0.124,-1.595,0.1006,-0.0037
179,3.5800000000000027,204094.0,0.02,0.02979,-0.00854,1.01294,-0.483,-1.684,-0.13,-1.596,0.0472,0.0421
180,3.6000000000000028,204114.0,0.02,0.02612,-0.00903,1.01221,-0.511,-1.478,-0.131,-1.595,0.3754,-0.0571
181,3.6200000000000028,204134.0,0.02,0.02979,-0.00781,1.01416,-0.441,-1.682,-0.138,-1.597,-0.0826,-0.0419
182,3.640000000000003,204154.0,0.02,0.03296,-0.00024,1.0127,-0.014,-1.864,-0.139,-1.601,-0.1513,0.1032
183,3.660000000000003,204174.0,0.02,0.03247,0.00488,1.02075,0.274,-1.822,-0.132,-1.607,-0.0521,-0.1258
184,3.680000000000003,204194.0,0.02,0.02881,-0.00098,1.0188,-0.055,-1.62,-0.133,-1.605,-0.1208,0.149
185,3.700000000000003,204214.0,0.02,0.02832,-0.00195,1.01318,-0.11,-1.601,-0.132,-1.61,-0.0063,-0.2709
186,3.720000000000003,204234.0,0.02,0.02759,-0.00098,1.01855,-0.055,-1.551,-0.131,-1.609,-0.0215,-0.0266
187,3.740000000000003,204254.0,0.02,0.02734,-0.00415,1.01294,-0.235,-1.546,-0.131,-1.608,0.1082,-0.019
188,3.760000000000003,204274.0,0.02,0.02563,-0.00586,1.01611,-0.33,-1.445,-0.137,-1.607,-0.1055,-0.0877
189,3.780000000000003,204294.0,0.02,0.02393,-0.00171,1.01685,-0.096,-1.348,-0.137,-1.604,-0.0521,-0.1182
190,3.800000000000003,204314.0,0.02,0.02393,-0.00244,1.01538,-0.138,-1.35,-0.141,-1.601,-0.1666,-0.1106
191,3.820000000000003,204334.0,0.02,0.02954,-0.00269,1.01587,-0.151,-1.666,-0.143,-1.6,-0.1131,0.1032
192,3.840000000000003,204354.0,0.02,0.03149,0.00171,1.01318,0.097,-1.78,-0.139,-1.6,-0.0215,0.2177
193,3.860000000000003,204374.0,0.02,0.03198,0.00073,1.01196,0.041,-1.81,-0.134,-1.605,0.0472,-0.0419
194,3.880000000000003,204394.0,0.02,0.03394,0.00098,1.0105,0.055,-1.923,-0.129,-1.607,0.0472,0.1871
195,3.900000000000003,204414.0,0.02,0.02686,0.0,1.0188,0.0,-1.51,-0.123,-1.606,0.2075,-0.0266
196,3.920000000000003,204434.0,0.02,0.02783,-0.0022,1.01587,-0.124,-1.569,-0.124,-1.605,-0.0444,0.0268
197,3.940000000000003,204454.0,0.02,0.02905,-0.00391,1.01538,-0.22,-1.639,-0.132,-1.607,-0.304,-0.08
198,3.960000000000003,204474.0,0.02,0.02271,-0.00781,1.0105,-0.443,-1.287,-0.133,-1.603,0.2456,-0.1258
199,3.980000000000003,204494.0,0.02,0.0249,-0.00342,1.01611,-0.193,-1.404,-0.138,-1.601,-0.1895,-0.0877
200,4.000000000000003,204514.0,0.02,0.02563,-0.00195,1.0188,-0.11,-1.441,-0.14,-1.599,-0.1208,-0.0495
201,4.020000000000002,204534.0,0.02,0.02832,0.00146,1.0166,0.083,-1.596,-0.137,-1.598,-0.075,0.0497
202,4.040000000000002,204554.0,0.02,0.0249,-0.00024,1.01709,-0.014,-1.403,-0.136,-1.592,-0.0979,0.0803
203,4.060000000000001,204574.0,0.02,0.02954,-0.00464,1.01538,-0.262,-1.666,-0.134,-1.593,0.2533,0.0421
204,4.080000000000001,204594.0,0.02,0.02905,0.0022,1.0127,0.124,-1.643,-0.126,-1.599,0.1235,-0.2709
205,4.1000000000000005,204614.0,0.02,0.02881,-0.00244,1.01538,-0.138,-1.625,-0.122,-1.599,0.1998,0.0192
206,4.12,204634.0,0.02,0.02686,-0.00342,1.01367,-0.193,-1.518,-0.127,-1.596,-0.1513,0.1032
207,4.14,204654.0,0.02,0.02539,-0.00195,1.01733,-0.11,-1.43,-0.128,-1.591,-0.075,0.065
208,4.159999999999999,204674.0,0.02,0.02783,-0.00562,1.02124,-0.315,-1.561,-0.133,-1.592,-0.075,-0.0877
209,4.179999999999999,204694.0,0.02,0.02881,0.0,1.01318,0.0,-1.629,-0.131,-1.593,-0.0292,-0.0037
210,4.199999999999998,204714.0,0.02,0.02759,0.00122,1.02222,0.068,-1.546,-0.129,-1.595,-0.0979,-0.1335
