sample_index,time_s,raw_time_ms,dt_s,accel_x_g,accel_y_g,accel_z_g,accel_roll_deg,accel_pitch_deg,filtered_roll_deg,filtered_pitch_deg,gyro_x_corrected_dps,gyro_y_corrected_dps
1523,31.4,231014.0,0.02,-0.21851,0.05029,0.96362,2.988,12.759,2.617,13.132,9.7418,98.5536
1524,31.42,231034.0,0.02,-0.20703,0.03784,1.05347,2.057,11.111,2.872,14.375,13.6273,65.4543
1525,31.44,231054.0,0.02,-0.19434,0.04663,1.08374,2.464,10.157,2.976,14.863,5.7037,29.21
1526,31.46,231074.0,0.02,-0.2373,0.08838,1.02319,4.937,13.011,2.91,15.213,-5.3879,19.7597
1527,31.48,231094.0,0.02,-0.31006,0.10986,0.87207,7.18,19.431,2.789,16.247,-10.5177,48.462
1528,31.5,231114.0,0.02,-0.31909,0.07251,0.8313,4.985,20.927,2.819,18.115,-0.6856,90.523
1529,31.52,231134.0,0.02,-0.30469,0.0415,0.94775,2.507,17.806,3.056,19.868,12.3831,89.7597
1530,31.54,231154.0,0.02,-0.26611,0.04639,1.04663,2.538,14.252,3.322,20.739,14.1235,50.1566
1531,31.56,231174.0,0.02,-0.2627,0.06299,1.02295,3.524,14.376,3.408,20.903,4.1846,14.8742
1532,31.58,231194.0,0.02,-0.40186,0.05713,0.96777,3.378,22.515,3.325,21.386,-4.22,22.9887
1533,31.6,231214.0,0.02,-0.46436,0.09106,0.8877,5.857,27.491,3.234,22.685,-7.2276,60.0421
1534,31.62,231234.0,0.02,-0.36816,0.09106,0.8606,6.04,23.046,3.284,24.248,-0.3192,79.3551
1535,31.64,231254.0,0.02,-0.37036,0.05396,0.95972,3.218,21.072,3.486,25.244,10.3602,54.0879
1536,31.66,231274.0,0.02,-0.44385,0.03027,1.04736,1.656,22.957,3.64,25.434,9.7342,12.0192
1537,31.68,231294.0,0.02,-0.51855,0.08374,0.91602,5.223,29.412,3.593,25.598,-3.991,4.3245
1538,31.7,231314.0,0.02,-0.42187,0.11401,0.7832,8.283,28.059,3.479,26.547,-10.6246,45.8742
1539,31.72,231334.0,0.02,-0.38306,0.08032,0.8501,5.398,24.161,3.514,27.949,-0.1589,73.9734
1540,31.74,231354.0,0.02,-0.46851,0.05518,0.93604,3.373,26.549,3.652,28.924,7.1769,51.1948
1541,31.76,231374.0,0.02,-0.49829,0.04712,0.95239,2.832,27.59,3.728,29.086,4.7342,9.607
1542,31.78,231394.0,0.02,-0.50732,0.05371,0.91846,3.347,28.873,3.666,29.244,-2.8154,8.2635
1543,31.8,231414.0,0.02,-0.53076,0.12134,0.80518,8.57,33.097,3.451,30.646,-15.9452,67.6299
1544,31.82,231434.0,0.02,-0.45972,0.0625,0.82788,4.317,28.974,3.202,32.293,-13.6169,85.7215
1545,31.84,231454.0,0.02,-0.52002,0.02197,0.86279,1.459,31.07,3.157,33.127,-0.5177,43.8207
1546,31.86,231474.0,0.02,-0.66431,0.03149,0.84692,2.13,38.091,3.104,33.707,-1.6475,24.523
1547,31.88,231494.0,0.02,-0.64648,0.08032,0.7627,6.012,40.13,2.933,34.881,-11.6551,53.3169
1548,31.9,231514.0,0.02,-0.5437,0.08154,0.70703,6.579,37.377,2.773,36.304,-11.9147,70.0497
1549,31.92,231534.0,0.02,-0.54956,0.0354,0.73804,2.746,36.641,2.784,37.476,0.5968,59.4696
1550,31.94,231554.0,0.02,-0.60449,0.0271,0.83325,1.863,35.945,2.873,38.421,5.467,49.7749
1551,31.96,231574.0,0.02,-0.67334,0.06177,0.81812,4.318,39.376,2.798,39.291,-5.3116,43.4085
1552,31.98,231594.0,0.02,-0.69922,0.06982,0.66846,5.963,46.133,2.662,40.691,-10.1513,64.4696
1553,32.0,231614.0,0.02,-0.60889,0.03491,0.73389,2.724,39.65,2.633,42.386,-1.5406,87.5154
1554,32.02,231634.0,0.02,-0.6272,0.02734,0.83618,1.873,36.858,2.623,43.535,0.2456,64.2864
1555,32.04,231654.0,0.02,-0.69849,0.04639,0.77808,3.412,41.864,2.443,44.047,-9.9452,27.836
1556,32.06,231674.0,0.02,-0.71094,0.09399,0.61646,8.669,48.745,2.183,45.333,-19.6246,60.7749
1557,32.08,231694.0,0.02,-0.70361,0.03809,0.6416,3.397,47.589,1.987,47.381,-11.2353,102.2329
1558,32.1,231714.0,0.02,-0.67847,0.01099,0.71729,0.878,43.404,1.908,48.837,-2.9376,78.3017
1559,32.12,231734.0,0.02,-0.73779,0.03662,0.68994,3.038,46.879,1.832,49.424,-4.9834,31.9887
1560,32.14,231754.0,0.02,-0.83936,0.08276,0.50806,9.252,58.48,1.78,50.71,-10.2353,56.3703
1561,32.16,231774.0,0.02,-0.74707,0.02856,0.60107,2.721,51.149,1.69,52.631,-5.5788,97.5383
1562,32.18,231794.0,0.02,-0.77246,0.0127,0.70142,1.037,47.755,1.65,53.629,-1.3727,55.8971
1563,32.2,231814.0,0.02,-0.84717,0.04346,0.60254,4.125,54.508,1.499,54.117,-10.2276,23.9734
1564,32.22,231834.0,0.02,-0.82153,0.0708,0.48047,8.383,59.41,1.296,55.168,-17.3574,48.2406
1565,32.24,231854.0,0.02,-0.84961,0.04419,0.48267,5.231,60.296,1.152,56.629,-11.3574,69.294
1566,32.26,231874.0,0.02,-0.8855,0.01855,0.52637,2.019,59.256,1.115,58.267,-2.8078,80.8971
1567,32.28,231894.0,0.02,-0.73486,0.03418,0.56689,3.45,52.302,1.029,59.409,-6.7773,64.3475
1568,32.3,231914.0,0.02,-0.75879,0.03442,0.47925,4.108,57.657,0.818,60.093,-13.8765,36.7062
1569,32.32,231934.0,0.02,-0.88428,0.04224,0.41138,5.862,64.936,0.677,61.579,-12.3727,70.8589
1570,32.34,231954.0,0.02,-0.90796,0.0144,0.47974,1.72,62.139,0.495,63.358,-10.304,90.1948
1571,32.36,231974.0,0.02,-0.85962,0.02393,0.45557,3.006,62.045,0.296,64.134,-12.7391,40.9276
1572,32.38,231994.0,0.02,-0.78101,0.00854,0.38989,1.255,63.465,0.178,64.008,-6.991,-5.7365
1573,32.4,232014.0,0.02,-0.75342,0.02319,0.39331,3.375,62.393,0.257,63.152,0.78,-42.0037
1574,32.42,232034.0,0.02,-0.96924,0.06934,0.30884,12.653,71.914,0.563,62.863,2.9632,-23.706
1575,32.44,232054.0,0.02,-0.854,0.01245,0.50293,1.418,59.498,0.745,62.824,8.4136,1.4696
1576,32.46,232074.0,0.02,-0.93066,0.00366,0.57764,0.363,58.173,0.789,62.077,2.6273,-33.4006
1577,32.48,232094.0,0.02,-0.81567,0.00513,0.60645,0.484,53.369,0.565,60.033,-11.136,-95.4083
1578,32.5,232114.0,0.02,-0.89941,0.06787,0.42114,9.155,64.626,0.392,57.47,-17.5864,-135.4388
1579,32.52,232134.0,0.02,-0.92554,0.10791,0.1499,35.749,78.714,0.931,56.747,-8.5635,-58.538
1580,32.54,232154.0,0.02,-0.72241,-0.03979,0.49023,-4.641,55.751,1.323,56.707,25.6502,-1.0571
1581,32.56,232174.0,0.02,-0.85181,-0.07324,0.82666,-5.063,45.746,1.897,55.059,35.8182,-72.8816
1582,32.58,232194.0,0.02,-0.88306,0.01221,0.7981,0.876,47.89,1.947,51.587,3.6044,-169.8129
1583,32.6,232214.0,0.02,-0.82593,0.10693,0.44287,13.575,61.118,1.714,48.827,-23.7544,-150.5457
1584,32.62,232234.0,0.02,-0.73242,0.0481,0.35156,7.79,64.151,1.671,47.958,-8.3803,-59.9884
1585,32.64,232254.0,0.02,-0.62134,-0.06616,0.66968,-5.642,42.717,2.057,47.718,27.1617,-6.8892
1586,32.66,232274.0,0.02,-0.6731,-0.04907,0.93652,-2.999,35.668,2.514,46.062,28.4518,-72.2251
1587,32.68,232294.0,0.02,-0.80786,0.03735,0.83936,2.548,43.876,2.443,42.803,-3.678,-164.0419
1588,32.7,232314.0,0.02,-0.76782,0.06372,0.51855,7.005,55.767,2.119,40.438,-21.1742,-133.8739
1589,32.72,232334.0,0.02,-0.56372,0.02417,0.49219,2.811,48.841,2.08,39.982,-2.7085,-31.8358
1590,32.74,232354.0,0.02,-0.51465,-0.09277,0.85693,-6.179,30.841,2.522,39.282,30.9937,-26.3777
1591,32.76,232374.0,0.02,-0.63086,-0.03223,1.02832,-1.795,31.516,2.913,37.215,24.3754,-97.5457
1592,32.78,232394.0,0.02,-0.67725,0.03149,0.79541,2.267,40.39,2.765,35.095,-6.9299,-111.3854
1593,32.8,232414.0,0.02,-0.46411,0.03174,0.69043,2.632,33.881,2.457,34.138,-15.5635,-47.6144
1594,32.82,232434.0,0.02,-0.44263,-0.0376,0.82324,-2.615,28.24,2.45,33.352,4.8105,-34.0571
1595,32.84,232454.0,0.02,-0.50269,-0.04858,0.97559,-2.851,27.232,2.644,31.458,15.322,-90.4235
1596,32.86,232474.0,0.02,-0.59497,-0.00464,0.92261,-0.288,32.817,2.623,28.943,1.925,-129.706
1597,32.88,232494.0,0.02,-0.50146,0.04175,0.7229,3.305,34.704,2.397,28.011,-12.2429,-53.4083
1598,32.9,232514.0,0.02,-0.30249,-0.00073,0.83105,-0.05,20.001,2.309,27.798,-1.9757,-2.706
1599,32.92,232534.0,0.02,-0.3855,-0.0481,0.98804,-2.787,21.291,2.478,26.649,13.8029,-51.9884
1600,32.94,232554.0,0.02,-0.53394,-0.02319,1.05054,-1.265,26.936,2.591,24.318,9.5739,-119.2098
1601,32.96,232574.0,0.02,-0.5022,0.04077,0.86377,2.702,30.146,2.493,22.12,-5.1055,-118.1029
1602,32.98,232594.0,0.02,-0.30151,0.0376,0.78857,2.73,20.903,2.322,21.043,-8.9452,-53.6831
1603,33.0,232614.0,0.02,-0.2085,-0.02661,0.94043,-1.621,12.496,2.391,20.02,7.5128,-43.4922
1604,33.02,232634.0,0.02,-0.39136,-0.04175,1.07837,-2.217,19.933,2.596,18.429,15.1922,-81.0495
1605,33.04,232654.0,0.02,-0.45068,0.0,1.04492,0.0,23.331,2.584,16.552,2.0166,-100.8129
1606,33.06,232674.0,0.02,-0.30005,0.04883,0.89258,3.131,18.555,2.324,15.518,-13.8154,-54.7976
1607,33.08,232694.0,0.02,-0.18213,0.00537,0.93774,0.328,10.991,2.123,14.666,-8.1895,-38.8434
1608,33.1,232714.0,0.02,-0.18408,-0.02905,0.99634,-1.67,10.463,2.154,13.346,5.4518,-63.019
1609,33.12,232734.0,0.02,-0.2478,-0.02856,1.05737,-1.547,13.185,2.175,11.708,4.8029,-83.4541
1610,33.14,232754.0,0.02,-0.25366,0.02515,0.97876,1.472,14.525,2.032,10.447,-6.5635,-67.1716
1611,33.16,232774.0,0.02,-0.13281,0.00317,0.97681,0.186,7.743,1.814,9.475,-9.2124,-46.8739
1612,33.18,232794.0,0.02,-0.07275,0.00122,0.97852,0.071,4.252,1.724,8.285,-2.8231,-55.3472
1613,33.2,232814.0,0.02,-0.12305,-0.0166,0.9917,-0.959,7.072,1.684,6.874,0.7113,-70.7671
1614,33.22,232834.0,0.02,-0.18018,-0.02173,1.04297,-1.193,9.799,1.659,5.349,1.6426,-80.8052
1615,33.24,232854.0,0.02,-0.11719,0.00024,1.02808,0.014,6.503,1.583,3.908,-2.22,-74.6983
1616,33.26,232874.0,0.02,-0.04395,0.00244,1.00195,0.14,2.511,1.429,2.528,-6.3803,-68.9426
1617,33.28,232894.0,0.02,0.02148,-0.00757,0.96143,-0.451,-1.28,1.302,1.189,-4.5406,-64.4388
1618,33.3,232914.0,0.02,-0.02954,-0.021,1.00415,-1.198,1.685,1.287,-0.061,1.7724,-64.309
1619,33.32,232934.0,0.02,0.04736,-0.0144,1.05737,-0.78,-2.565,1.314,-1.572,3.4747,-74.5228
1620,33.34,232954.0,0.02,0.06592,0.00049,1.03564,0.027,-3.642,1.248,-3.244,-2.0368,-83.1793
1621,33.36,232974.0,0.02,0.06592,-0.01196,0.98926,-0.693,-3.812,1.114,-4.775,-4.846,-77.538
1622,33.38,232994.0,0.02,0.06079,-0.00952,0.97559,-0.559,-3.565,1.049,-5.916,-1.6017,-59.4693
1623,33.4,233014.0,0.02,0.10767,-0.0293,1.04126,-1.612,-5.901,1.024,-6.98,1.4365,-54.2861
1624,33.42,233034.0,0.02,0.15967,-0.01196,1.06006,-0.647,-8.565,0.961,-8.343,-1.5177,-67.9503
1625,33.44,233054.0,0.02,0.1936,-0.0127,1.0061,-0.723,-10.891,0.829,-9.931,-5.0063,-78.4083
1626,33.46,233074.0,0.02,0.17261,-0.02051,0.97998,-1.199,-9.987,0.75,-11.412,-1.9757,-75.4846
1627,33.48,233094.0,0.02,0.18994,-0.02734,1.00562,-1.558,-10.692,0.709,-12.774,0.2686,-70.2403
1628,33.5,233114.0,0.02,0.20581,-0.01489,1.0188,-0.837,-11.42,0.608,-13.926,-3.5864,-60.1716
1629,33.52,233134.0,0.02,0.28101,-0.01465,0.95874,-0.875,-16.334,0.415,-15.023,-8.3269,-53.5151
1630,33.54,233154.0,0.02,0.32153,-0.01123,0.92578,-0.695,-19.151,0.284,-16.346,-5.5635,-63.2403
1631,33.56,233174.0,0.02,0.3042,-0.02637,0.95703,-1.578,-17.627,0.281,-17.802,1.7724,-72.9808
1632,33.58,233194.0,0.02,0.29028,-0.04053,1.0022,-2.316,-16.141,0.29,-19.151,3.093,-70.5533
1633,33.6,233214.0,0.02,0.29639,-0.02051,0.97754,-1.202,-16.864,0.221,-20.248,-2.0139,-58.2938
1634,33.62,233234.0,0.02,0.39478,-0.00342,0.92725,-0.211,-23.062,0.109,-21.386,-5.2734,-55.2098
1635,33.64,233254.0,0.02,0.45361,-0.02466,0.93237,-1.515,-25.936,0.078,-22.845,0.1082,-69.7976
1636,33.66,233274.0,0.02,0.40088,-0.04858,0.99585,-2.793,-21.904,0.099,-24.422,3.9785,-81.393
1637,33.68,233294.0,0.02,0.39429,-0.03003,0.97217,-1.769,-22.067,0.021,-25.817,-2.0521,-73.5991
1638,33.7,233314.0,0.02,0.47559,-0.0188,0.90967,-1.184,-27.596,-0.183,-27.054,-9.2124,-61.2785
1639,33.72,233334.0,0.02,0.49634,-0.00977,0.8689,-0.644,-29.735,-0.314,-28.509,-6.2124,-71.4846
1640,33.74,233354.0,0.02,0.51709,-0.04736,0.89282,-3.037,-30.043,-0.317,-30.185,2.6426,-83.9732
1641,33.76,233374.0,0.02,0.51978,-0.04321,0.92212,-2.683,-29.382,-0.307,-31.795,2.9174,-82.9274
1642,33.78,233394.0,0.02,0.5625,-0.01709,0.90625,-1.08,-31.823,-0.434,-33.29,-5.6627,-76.2632
1643,33.8,233414.0,0.02,0.55029,-0.00977,0.81323,-0.688,-34.083,-0.631,-34.791,-9.8002,-75.7823
1644,33.82,233434.0,0.02,0.60571,-0.00977,0.75757,-0.739,-38.642,-0.654,-36.419,-1.0521,-79.1182
1645,33.84,233454.0,0.02,0.5791,-0.05054,0.80542,-3.59,-35.663,-0.523,-37.913,9.6655,-77.019
1646,33.86,233474.0,0.02,0.59766,-0.05371,0.85425,-3.598,-34.925,-0.423,-39.17,8.2456,-67.1564
1647,33.88,233494.0,0.02,0.6814,-0.02832,0.84766,-1.914,-38.779,-0.479,-40.345,-1.3421,-60.3625
1648,33.9,233514.0,0.02,0.66577,-0.01099,0.8125,-0.775,-39.329,-0.62,-41.876,-6.8918,-79.1411
1649,33.92,233534.0,0.02,0.64307,-0.03027,0.70825,-2.448,-42.212,-0.739,-43.53,-4.2047,-84.0342
1650,33.94,233554.0,0.02,0.68726,-0.03418,0.698,-2.803,-44.521,-0.746,-44.831,1.7495,-65.3701
1651,33.96,233574.0,0.02,0.75073,-0.03735,0.71777,-2.979,-46.247,-0.712,-45.894,3.9785,-52.79
1652,33.98,233594.0,0.02,0.73413,-0.01782,0.7312,-1.396,-45.106,-0.68,-47.08,2.3373,-61.3319
1653,34.0,233614.0,0.02,0.70898,-0.02441,0.68872,-2.03,-45.813,-0.659,-48.55,2.4441,-76.2938
1654,34.02,233634.0,0.02,0.78296,-0.04614,0.67358,-3.919,-49.228,-0.616,-49.983,5.5663,-72.4083
1655,34.04,233654.0,0.02,0.82715,-0.01099,0.65112,-0.967,-51.787,-0.552,-51.226,3.5815,-61.5991
1656,34.06,233674.0,0.02,0.80103,0.00952,0.60278,0.905,-53.035,-0.505,-52.627,0.925,-69.6296
1657,34.08,233694.0,0.02,0.84448,-0.04395,0.59155,-4.249,-54.915,-0.427,-54.423,7.8258,-89.3014
1658,34.1,233714.0,0.02,0.87671,-0.0625,0.65576,-5.444,-53.08,-0.238,-56.241,14.7342,-94.1029
1659,34.12,233734.0,0.02,0.79565,-0.0105,0.58813,-1.023,-53.524,-0.179,-57.544,3.8182,-69.2785
1660,34.14,233754.0,0.02,0.81152,-0.01758,0.52368,-1.922,-57.151,-0.312,-58.302,-5.0215,-39.0724
1661,34.16,233774.0,0.02,0.89429,-0.06812,0.61621,-6.308,-55.268,-0.49,-59.055,-2.9376,-41.4846
1662,34.18,233794.0,0.02,0.88892,-0.05273,0.58643,-5.139,-56.481,-0.679,-59.915,-4.907,-46.538
1663,34.2,233814.0,0.02,0.79907,-0.00928,0.47949,-1.108,-59.029,-0.925,-60.299,-12.136,-20.4541
1664,34.22,233834.0,0.02,0.82739,-0.03223,0.45068,-4.09,-61.361,-1.196,-60.072,-10.5864,12.6299
1665,34.24,233854.0,0.02,0.91626,-0.05127,0.4939,-5.926,-61.545,-1.361,-59.646,-3.5711,23.2329
1666,34.26,233874.0,0.02,1.01172,-0.02417,0.53955,-2.565,-61.905,-1.374,-59.469,0.5281,11.3474
1667,34.28,233894.0,0.02,0.90796,-0.0376,0.54858,-3.921,-58.8,-1.462,-59.276,-1.8612,9.1948
1668,34.3,233914.0,0.02,0.82739,-0.03076,0.52954,-3.325,-57.336,-1.622,-58.767,-6.2887,23.9581
1669,34.32,233934.0,0.02,0.8584,-0.05688,0.5188,-6.257,-58.7,-1.861,-57.899,-7.449,44.2177
1670,34.34,233954.0,0.02,0.88062,-0.04004,0.5459,-4.195,-58.136,-2.024,-57.002,-5.9452,45.9963
1671,34.36,233974.0,0.02,0.93213,-0.02954,0.56982,-2.968,-58.528,-2.144,-56.257,-5.136,39.5688
1672,34.38,233994.0,0.02,0.92041,-0.03613,0.55981,-3.693,-58.638,-2.273,-55.617,-5.0292,35.1108
1673,34.4,234014.0,0.02,0.80103,-0.00952,0.53882,-1.012,-56.069,-2.393,-54.577,-7.3727,53.5078
1674,34.42,234034.0,0.02,0.70874,-0.06177,0.56372,-6.253,-51.335,-2.615,-52.901,-7.3879,82.2177
1675,34.44,234054.0,0.02,0.85571,-0.08032,0.64917,-7.053,-52.605,-2.762,-51.486,-3.0063,71.8742
1676,34.46,234074.0,0.02,0.90015,-0.01367,0.68188,-1.149,-52.85,-2.756,-50.747,-1.3116,39.1108
1677,34.48,234094.0,0.02,0.72046,-0.05078,0.59839,-4.851,-50.187,-2.818,-49.942,-1.0597,40.4696
1678,34.5,234114.0,0.02,0.65088,-0.04761,0.58105,-4.684,-48.149,-2.82,-48.381,1.8029,77.8589
1679,34.52,234134.0,0.02,0.78369,-0.04199,0.64258,-3.739,-50.591,-2.649,-46.612,9.696,92.4925
1680,34.54,234154.0,0.02,0.77344,-0.05908,0.74072,-4.56,-46.147,-2.358,-45.164,16.8105,73.4085
1681,34.56,234174.0,0.02,0.70581,-0.05762,0.77905,-4.23,-42.098,-2.082,-44.009,15.9556,55.8055
1682,34.58,234194.0,0.02,0.73071,-0.02686,0.75806,-2.029,-43.93,-1.91,-42.875,8.7113,57.7368
1683,34.6,234214.0,0.02,0.69482,-0.03833,0.73022,-3.005,-43.538,-1.81,-41.489,6.238,71.4314
1684,34.62,234234.0,0.02,0.67505,-0.05029,0.79834,-3.605,-40.161,-1.619,-40.16,11.5892,66.4314
1685,34.64,234254.0,0.02,0.71411,-0.04346,0.81689,-3.045,-41.119,-1.33,-39.362,16.1998,41.691
1686,34.66,234274.0,0.02,0.65015,-0.02148,0.80176,-1.535,-39.029,-1.056,-38.645,14.1693,36.2329
1687,34.68,234294.0,0.02,0.56885,0.00513,0.68506,0.429,-39.704,-0.794,-37.358,11.8563,66.7368
1688,34.7,234314.0,0.02,0.62061,-0.02075,0.74268,-1.601,-39.872,-0.359,-35.77,23.009,83.5994
1689,34.72,234334.0,0.02,0.6626,-0.04663,0.90454,-2.951,-36.187,0.285,-34.731,35.5357,53.4238
1690,34.74,234354.0,0.02,0.62354,-0.00024,0.93164,-0.015,-33.794,0.846,-34.171,28.8869,27.6223
1691,34.76,234374.0,0.02,0.53247,0.01172,0.7981,0.841,-33.707,1.217,-33.395,18.9403,39.1108
1692,34.78,234394.0,0.02,0.54175,0.00537,0.81274,0.379,-33.686,1.661,-32.203,23.5357,61.1108
1693,34.8,234414.0,0.02,0.55933,0.03711,0.87866,2.418,-32.456,2.381,-31.184,35.9632,52.2558
1694,34.82,234434.0,0.02,0.55078,0.03882,0.9375,2.371,-30.413,3.18,-30.409,40.7495,38.7826
1695,34.84,234454.0,0.02,0.49146,0.021,0.94873,1.268,-27.379,3.918,-29.447,39.6197,45.9658
1696,34.86,234474.0,0.02,0.45825,0.07544,0.90356,4.773,-26.812,4.577,-28.077,32.7724,67.2177
1697,34.88,234494.0,0.02,0.51221,0.08447,0.92187,5.235,-28.956,5.267,-26.873,34.5128,62.3016
1698,34.9,234514.0,0.02,0.57446,0.09741,1.01416,5.487,-29.416,6.166,-26.232,45.6502,35.3093
1699,34.92,234534.0,0.02,0.47607,0.09204,1.05396,4.991,-24.227,7.057,-26.021,46.6655,8.7444
1700,34.94,234554.0,0.02,0.35937,0.10107,0.96411,5.985,-20.341,7.704,-25.512,34.093,20.149
1701,34.96,234574.0,0.02,0.33887,0.14331,0.90649,8.984,-20.266,8.265,-24.371,27.2991,52.8513
1702,34.98,234594.0,0.02,0.36597,0.14697,0.94995,8.795,-20.843,9.009,-22.99,37.4518,66.8742
1703,35.0,234614.0,0.02,0.43237,0.15942,1.00073,9.052,-23.107,9.941,-21.881,47.4976,56.7139
1704,35.02,234634.0,0.02,0.42578,0.14844,1.04565,8.08,-21.957,10.795,-20.972,45.467,46.4543
1705,35.04,234654.0,0.02,0.38428,0.16309,1.01611,9.118,-20.476,11.498,-20.069,37.5586,45.5612
1706,35.06,234674.0,0.02,0.33203,0.19043,0.97192,11.086,-18.534,12.132,-19.046,32.8029,50.6223
1707,35.08,234694.0,0.02,0.33813,0.22217,0.94458,13.236,-19.212,12.841,-18.111,35.0319,47.8818
1708,35.1,234714.0,0.02,0.39258,0.22461,0.92187,13.693,-22.477,13.619,-17.346,38.8182,43.4772
1709,35.12,234734.0,0.02,0.39648,0.20166,0.93237,12.204,-22.569,14.399,-16.7,41.2533,38.3016
1710,35.14,234754.0,0.02,0.33667,0.22632,0.9519,13.374,-18.988,15.188,-16.092,41.2915,33.3322
1711,35.16,234774.0,0.02,0.26538,0.24341,0.96729,14.125,-14.899,15.917,-15.438,38.2915,32.1795
1712,35.18,234794.0,0.02,0.25195,0.27344,0.91431,16.65,-14.789,16.645,-14.759,36.3907,33.9734
1713,35.2,234814.0,0.02,0.27783,0.26245,0.86499,16.879,-17.085,17.5,-14.096,43.3678,36.1719
1714,35.22,234834.0,0.02,0.28491,0.26636,0.93628,15.88,-16.314,18.503,-13.5,52.8182,32.6757
1715,35.24,234854.0,0.02,0.23413,0.30688,0.98242,17.348,-12.816,19.401,-13.04,46.9937,22.7597
1716,35.26,234874.0,0.02,0.23486,0.33472,0.896,20.484,-13.796,20.14,-12.66,36.5892,20.1795
1717,35.28,234894.0,0.02,0.26587,0.32812,0.85913,20.903,-16.124,20.894,-12.146,37.696,29.7749
1718,35.3,234914.0,0.02,0.20166,0.31177,0.94043,18.341,-11.505,21.701,-11.576,43.7953,28.4085
1719,35.32,234934.0,0.02,0.17236,0.37793,0.96899,21.307,-9.41,22.494,-11.143,40.8411,19.8894
1720,35.34,234954.0,0.02,0.20532,0.41235,0.88354,25.019,-11.892,23.252,-10.75,36.1311,20.8055
1721,35.36,234974.0,0.02,0.19702,0.38257,0.82056,24.996,-12.277,24.11,-10.186,41.9632,30.3245
1722,35.38,234994.0,0.02,0.1499,0.34961,0.94849,20.234,-8.435,25.052,-9.475,52.0243,34.4925
1723,35.4,235014.0,0.02,0.11987,0.38281,1.02588,20.463,-6.248,25.848,-8.749,45.3067,33.7749
1724,35.42,235034.0,0.02,0.14111,0.44604,0.96167,24.883,-7.582,26.478,-8.136,33.1311,30.0955
1725,35.44,235054.0,0.02,0.1145,0.41699,0.81689,27.043,-7.116,27.008,-7.63,26.4594,24.7597
1726,35.46,235074.0,0.02,0.13843,0.44653,0.77295,30.015,-8.815,27.721,-7.13,33.3144,26.6986
1727,35.48,235094.0,0.02,0.15723,0.45166,0.91675,26.228,-8.746,28.508,-6.57,41.6808,30.2558
1728,35.5,235114.0,0.02,0.08984,0.48169,0.92651,27.47,-4.917,29.132,-5.999,32.9098,27.4391
1729,35.52,235134.0,0.02,0.08618,0.42041,0.81421,27.309,-5.373,29.71,-5.534,31.3449,23.0574
1730,35.54,235154.0,0.02,0.13281,0.46216,0.86401,28.142,-7.719,30.488,-4.973,41.2915,30.8589
1731,35.56,235174.0,0.02,0.1355,0.40796,0.94434,23.365,-7.504,31.187,-4.415,42.9403,31.0726
1732,35.58,235194.0,0.02,0.10254,0.52637,0.91797,29.83,-5.535,31.719,-3.78,28.5205,33.523
1733,35.6,235214.0,0.02,0.07373,0.51758,0.79077,33.206,-4.461,32.153,-3.36,20.6044,22.1184
1734,35.62,235234.0,0.02,0.03882,0.51587,0.94751,28.566,-2.061,32.608,-2.933,26.8716,20.4772
1735,35.64,235254.0,0.02,0.09351,0.54639,0.80127,34.29,-5.507,33.202,-2.412,28.5815,29.21
1736,35.66,235274.0,0.02,0.00049,0.55078,0.7561,36.071,-0.03,33.895,-1.801,32.4289,28.7444
1737,35.68,235294.0,0.02,-0.00635,0.52344,0.76074,34.53,0.394,34.703,-1.238,40.5739,26.4849
1738,35.7,235314.0,0.02,0.03662,0.54102,0.84546,32.615,-2.089,35.563,-0.618,46.0472,32.4849
1739,35.72,235334.0,0.02,0.01489,0.573,0.87964,33.08,-0.813,36.218,-0.235,35.9479,19.752
1740,35.74,235354.0,0.02,0.03003,0.61133,0.77686,38.2,-1.74,36.785,-0.028,26.8869,12.0879
1741,35.76,235374.0,0.02,0.02588,0.62866,0.66309,43.473,-1.622,37.578,0.298,33.6273,18.2787
1742,35.78,235394.0,0.02,-0.01294,0.59106,0.7644,37.712,0.767,38.496,0.826,46.7113,26.462
1743,35.8,235414.0,0.02,-0.03052,0.60864,0.85937,35.308,1.66,39.399,1.246,49.3296,20.5765
1744,35.82,235434.0,0.02,-0.021,0.63306,0.87256,35.962,1.116,40.067,1.605,37.5663,18.4467
1745,35.84,235454.0,0.02,0.00195,0.65601,0.76147,40.745,-0.111,40.665,1.992,29.8487,21.4925
1746,35.86,235474.0,0.02,-0.00488,0.65942,0.72681,42.217,0.285,41.346,2.452,33.1464,25.2024
1747,35.88,235494.0,0.02,-0.01489,0.65625,0.77588,40.225,0.84,42.061,2.784,37.6044,18.5917
1748,35.9,235514.0,0.02,-0.02783,0.69238,0.77808,41.665,1.531,42.748,3.111,35.4594,17.9352
1749,35.92,235534.0,0.02,-0.05444,0.69897,0.69385,45.211,3.164,43.392,3.45,30.3831,17.2482
1750,35.94,235554.0,0.02,-0.02051,0.67334,0.69043,44.282,1.218,44.091,3.771,34.7189,18.6757
1751,35.96,235574.0,0.02,0.04443,0.68652,0.72412,43.473,-2.55,44.793,3.893,36.4594,12.6681
1752,35.98,235594.0,0.02,0.02832,0.7417,0.72266,45.745,-1.567,45.426,3.858,31.3449,3.7749
1753,36.0,235614.0,0.02,-0.04492,0.71997,0.67871,46.69,2.599,45.971,3.876,26.5128,2.2253
